col_1,col_2
10068,4916
10069,2312
10070,8959
10071,97
10072,2855
10073,7503
10074,520
10075,7065
10076,210
10077,2014
10078,2946
10079,1307
10080,649
10081,738
10082,5506
10083,7833
10084,9945
10085,7373
10086,4433
10087,7901
10088,9101
10089,1662
10090,8332
10091,9208
10092,4068
10093,3658
10094,5092
10095,9040
10096,6783
10097,7859
10098,372
10099,4864
10100,9460
10101,7889
10102,7183
10103,3311
10104,6444
10105,2422
10106,2909
10107,2871
10108,1086
10109,5205
10110,3571
10111,8179
10112,67
10113,1610
10114,5619
10115,482
10116,8442
10117,5189
10118,4094
10119,2127
10120,3296
10121,8609
10122,5707
10123,3445
10124,5483
10125,2622
10126,6791
10127,7235
10128,2774
10129,6443
10130,5924
10131,6120
10132,4985
10133,4340
10134,3195
10135,5799
10136,1907
10137,5816
10138,2711
10139,9447
10140,2418
10141,4513
10142,2865
10143,8654
10144,8618
10145,4293
10146,9289
10147,4001
10148,3666
10149,7624
10150,3377
10151,4106
10152,4444
10153,8059
10154,5157
10155,2815
10156,6042
10157,5080
10158,65
10159,204
10160,8694
10161,9811
10162,6247
10163,6699
10164,4644
10165,5812
10166,2380
10167,2111
10168,9359
10169,1920
10170,1379
10171,9412
10172,9424
10173,1452
10174,1702
10175,2954
10176,3665
10177,5913
10178,899
10179,3610
10180,6051
10181,6743
10182,6810
10183,8971
10184,4148
10185,7172
10186,6398
10187,224
10188,8731
10189,5662
10190,7526
10191,9399
10192,6332
10193,1179
10194,5857
10195,9520
10196,1744
10197,5733
10198,7323
10199,4637
10200,1900
10201,6915
10202,4734
10203,7885
10204,7092
10205,7527
10206,2358
10207,3104
10208,6137
10209,9775
10210,3103
10211,6548
10212,2303
10213,8486
10214,5231
10215,514
10216,2768
10217,8611
10218,1744
10219,1264
10220,3427
10221,237
10222,7948
10223,5133
10224,7712
10225,6904
10226,2831
10227,9832
10228,5417
10229,3987
10230,523
10231,4820
10232,1391
10233,406
10234,566
10235,85
10236,7323
10237,3610
10238,5217
10239,5156
10240,9913
10241,5280
10242,1575
10243,2145
10244,4723
10245,4349
10246,9137
10247,1270
10248,6581
10249,5195
10250,7702
10251,5275
10252,2871
10253,9289
10254,5099
10255,681
10256,4617
10257,6929
10258,285
10259,8851
10260,9082
10261,9808
10262,3471
10263,2263
10264,1581
10265,8779
10266,9528
10267,7428
10268,4320
10269,5480
10270,1628
10271,1708
10272,5842
10273,6883
10274,7274
10275,7098
10276,6315
10277,603
10278,8862
10279,5565
10280,125
10281,1881
10282,3106
10283,6359
10284,3861
10285,4804
10286,7835
10287,7111
10288,5889
10289,6475
10290,7226
10291,7465
10292,7147
10293,1397
10294,9658
10295,4862
10296,7885
10297,4784
10298,7955
10299,1086
10300,2542
10301,1531
10302,1675
10303,8690
10304,6521
10305,2916
10306,6093
10307,2993
10308,1123
10309,7012
10310,8557
10311,287
10312,3725
10313,7126
10314,9301
10315,2985
10316,8526
10317,1502
10318,7505
10319,813
10320,3527
10321,6030
10322,5383
10323,1823
10324,2331
10325,3814
10326,161
10327,7934
10328,2712
10329,8062
10330,4628
10331,3323
10332,9334
10333,4287
10334,9242
10335,4256
10336,7430
10337,763
10338,4921
10339,5367
10340,1220
10341,7892
10342,7292
10343,7932
10344,795
10345,5976
10346,7621
10347,7998
10348,5922
10349,300
10350,5636
10351,3217
10352,2498
10353,1183
10354,1262
10355,5117
10356,6670
10357,6735
10358,5149
10359,4331
10360,8458
10361,4429
10362,2023
10363,6333
10364,3691
10365,1365
10366,7763
10367,2261
10368,2935
10369,9189
10370,8445
10371,8868
10372,5787
10373,3911
10374,4637
10375,1507
10376,2656
10377,7224
10378,6023
10379,7243
10380,3537
10381,6492
10382,773
10383,4745
10384,4253
10385,44
10386,5461
10387,3017
10388,4654
10389,9959
10390,6224
10391,4748
10392,3329
10393,4893
10394,5851
10395,8049
10396,4654
10397,4213
10398,7272
10399,3535
10400,3474
10401,3358
10402,4907
10403,6272
10404,610
10405,58
10406,9132
10407,1830
10408,6138
10409,6351
10410,5666
10411,3685
10412,1092
10413,565
10414,3757
10415,8608
10416,9098
10417,6123
10418,6770
10419,5233
10420,5424
10421,8936
10422,4867
10423,953
10424,4548
10425,4205
10426,7437
10427,6162
10428,9754
10429,9256
10430,6383
10431,572
10432,9146
10433,4550
10434,631
10435,8639
10436,3861
10437,4180
10438,969
10439,6232
10440,3555
10441,5556
10442,7438
10443,4562
10444,6247
10445,4886
10446,1576
10447,8922
10448,8525
10449,3086
10450,2692
10451,8493
10452,7268
10453,4270
10454,267
10455,6974
10456,9163
10457,524
10458,5491
10459,2669
10460,5225
10461,866
10462,3081
10463,6830
10464,7766
10465,3756
10466,7823
10467,9179
10468,1347
10469,5725
10470,7081
10471,2774
10472,9643
10473,8882
10474,5734
10475,1775
10476,5411
10477,1130
10478,3472
10479,828
10480,1986
10481,2184
10482,1935
10483,3349
10484,9121
10485,5384
10486,2302
10487,7643
10488,6195
10489,5095
10490,181
10491,7476
10492,2397
10493,6102
10494,7807
10495,8963
10496,7671
10497,7834
10498,7266
10499,6606
10500,1324
10501,626
10502,9151
10503,8995
10504,5805
10505,2138
10506,5357
10507,7972
10508,6764
10509,47
10510,5725
10511,2010
10512,996
10513,5747
10514,4093
10515,3353
10516,838
10517,6262
10518,4781
10519,8631
10520,6621
10521,694
10522,2219
10523,764
10524,3449
10525,3696
10526,9722
10527,6331
10528,5266
10529,5684
10530,7366
10531,9898
10532,6018
10533,616
10534,669
10535,2010
10536,1369
10537,9716
10538,1122
10539,2477
10540,891
10541,435
10542,1614
10543,169
10544,6690
10545,5196
10546,9611
10547,3991
10548,8991
10549,8608
10550,3846
10551,3239
10552,7588
10553,7402
10554,7194
10555,6542
10556,217
10557,895
10558,4920
10559,3353
10560,4735
10561,4013
10562,4470
10563,5223
10564,4160
10565,9581
10566,9220
10567,5695
10568,1196
10569,4305
10570,8819
10571,3287
10572,6788
10573,2608
10574,9525
10575,7047
10576,2393
10577,9252
10578,3647
10579,6384
10580,177
10581,5313
10582,6210
10583,1114
10584,7133
10585,9498
10586,1943
10587,8389
10588,8142
10589,3876
10590,7863
10591,1073
10592,2851
10593,5089
10594,9283
10595,4310
10596,9336
10597,5130
10598,5644
10599,3713
10600,9126
10601,9799
10602,6297
10603,1839
10604,4635
10605,3731
10606,4207
10607,6577
10608,8939
10609,9296
10610,7635
10611,4551
10612,9098
10613,3147
10614,3379
10615,2892
10616,8837
10617,3188
10618,3864
10619,5068
10620,1219
10621,1067
10622,4295
10623,3780
10624,3442
10625,9520
10626,5985
10627,3240
10628,2469
10629,2510
10630,6400
10631,7481
10632,1035
10633,8621
10634,9695
10635,2526
10636,3456
10637,3199
10638,7779
10639,7522
10640,2332
10641,5585
10642,897
10643,655
10644,3401
10645,8296
10646,2455
10647,3416
10648,9707
10649,2155
10650,9943
10651,7507
10652,733
10653,9573
10654,5166
10655,7471
10656,3780
10657,3270
10658,1439
10659,6372
10660,4481
10661,1480
10662,382
10663,5823
10664,8511
10665,2643
10666,5367
10667,5048
10668,7766
10669,7698
10670,4246
10671,1727
10672,7555
10673,4884
10674,5901
10675,8661
10676,3546
10677,6815
10678,1523
10679,4765
10680,3713
10681,6716
10682,4588
10683,1797
10684,3538
10685,9282
10686,3382
10687,4530
10688,7024
10689,5750
10690,146
10691,53
10692,7816
10693,5229
10694,1998
10695,6107
10696,3869
10697,9057
10698,1219
10699,1584
10700,1788
10701,554
10702,6754
10703,5044
10704,843
10705,9312
10706,852
10707,5804
10708,2999
10709,5470
10710,7310
10711,5334
10712,139
10713,7478
10714,595
10715,8542
10716,8306
10717,902
10718,6610
10719,1777
10720,6916
10721,8427
10722,1618
10723,5716
10724,6279
10725,7046
10726,1668
10727,2371
10728,4919
10729,6277
10730,3670
10731,6210
10732,7402
10733,9635
10734,6232
10735,8953
10736,7791
10737,6773
10738,2715
10739,2018
10740,857
10741,3586
10742,1998
10743,1008
10744,7831
10745,6018
10746,2756
10747,3719
10748,9635
10749,7962
10750,9714
10751,922
10752,6821
10753,7666
10754,6092
10755,9496
10756,9304
10757,4555
10758,2852
10759,3444
10760,9979
10761,8157
10762,3647
10763,7598
10764,5625
10765,3457
10766,2043
10767,2929
10768,2872
10769,879
10770,1552
10771,7154
10772,8442
10773,1740
10774,3108
10775,9781
10776,6622
10777,3631
10778,6639
10779,1280
10780,7142
10781,6099
10782,7195
10783,7325
10784,8971
10785,6887
10786,9925
10787,1709
10788,7236
10789,184
10790,8903
10791,7100
10792,602
10793,972
10794,6595
10795,924
10796,7414
10797,6931
10798,5575
10799,947
10800,9675
10801,7294
10802,8184
10803,4309
10804,7029
10805,7981
10806,2763
10807,9368
10808,9591
10809,1500
10810,2085
10811,5254
10812,1323
10813,6514
10814,3926
10815,804
10816,4079
10817,5582
10818,4936
10819,3479
10820,6074
10821,7234
10822,3109
10823,8271
10824,3414
10825,2022
10826,1814
10827,4466
10828,6920
10829,6878
10830,4984
10831,4066
10832,2064
10833,4586
10834,4386
10835,3866
10836,247
10837,1925
10838,750
10839,5481
10840,8525
10841,2212
10842,1568
10843,7465
10844,9757
10845,5280
10846,9509
10847,4232
10848,1033
10849,9766
10850,3698
10851,4867
10852,6700
10853,4937
10854,2721
10855,3070
10856,4768
10857,4095
10858,2824
10859,2336
10860,3677
10861,7677
10862,7824
10863,6067
10864,166
10865,9446
10866,5577
10867,6467
10868,779
10869,6059
10870,3933
10871,5144
10872,7801
10873,387
10874,8121
10875,5929
10876,8510
10877,1250
10878,1058
10879,2339
10880,877
10881,7212
10882,1485
10883,6094
10884,4311
10885,3956
10886,2558
10887,4161
10888,8458
10889,5952
10890,6520
10891,8033
10892,2944
10893,8165
10894,5427
10895,8805
10896,6801
10897,3255
10898,4542
10899,9665
10900,6559
10901,7227
10902,9168
10903,1431
10904,105
10905,3508
10906,5903
10907,9977
10908,1374
10909,540
10910,2999
10911,9882
10912,8004
10913,9894
10914,8102
10915,6378
10916,3760
10917,6943
10918,8108
10919,5927
10920,7235
10921,3902
10922,363
10923,8472
10924,2875
10925,2820
10926,7627
10927,3056
10928,9369
10929,3745
10930,2035
10931,773
10932,6606
10933,8473
10934,659
10935,3482
10936,5248
10937,2169
10938,9554
10939,3269
10940,2315
10941,9300
10942,6389
10943,1226
10944,2425
10945,7237
10946,4259
10947,7935
10948,6118
10949,8862
10950,9135
10951,4073
10952,656
10953,2965
10954,5773
10955,4310
10956,9018
10957,2072
10958,8364
10959,5269
10960,1146
10961,8543
10962,8120
10963,2376
10964,3997
10965,3848
10966,3528
10967,5785
10968,3764
10969,9828
10970,5403
10971,2047
10972,5306
10973,9857
10974,2180
10975,8520
10976,4433
10977,2343
10978,7184
10979,5719
10980,4434
10981,6566
10982,716
10983,7531
10984,8343
10985,4295
10986,7124
10987,5262
10988,575
10989,5916
10990,4925
10991,3710
10992,794
10993,780
10994,8459
10995,3215
10996,4336
10997,3411
10998,1703
10999,5919
11000,7981
11001,9470
11002,1573
11003,9177
11004,269
11005,3318
11006,3118
11007,5740
11008,6652
11009,2039
11010,3482
11011,3882
11012,2990
11013,1567
11014,7539
11015,4077
11016,3811
11017,9670
11018,51
11019,5690
11020,476
11021,6136
11022,669
11023,2830
11024,1398
11025,7735
11026,3120
11027,8800
11028,4785
11029,591
11030,4131
11031,7628
11032,344
11033,9761
11034,3741
11035,2750
11036,8397
11037,2283
11038,6780
11039,5644
11040,9386
11041,3052
11042,7978
11043,7356
11044,5424
11045,1379
11046,1768
11047,9807
11048,9438
11049,6282
11050,852
11051,5732
11052,1539
11053,3542
11054,7392
11055,6884
11056,7084
11057,3104
11058,987
11059,9556
11060,6476
11061,2365
11062,3788
11063,5844
11064,933
11065,5969
11066,5399
11067,5020
11068,3494
11069,534
11070,5525
11071,7182
11072,3139
11073,4891
11074,120
11075,7924
11076,887
11077,7015
11078,910
11079,6061
11080,9214
11081,4637
11082,6917
11083,4633
11084,7105
11085,8634
11086,4520
11087,742
11088,6383
11089,3452
11090,601
11091,3397
11092,1740
11093,1624
11094,595
11095,5148
11096,3579
11097,5091
11098,6679
11099,9241
11100,7769
11101,1004
11102,5568
11103,1874
11104,1148
11105,9637
11106,113
11107,6029
11108,9142
11109,5761
11110,637
11111,2057
11112,7073
11113,2912
11114,1836
11115,4482
11116,6735
11117,2511
11118,14
11119,3227
11120,9220
11121,6869
11122,6984
11123,5012
11124,5380
11125,7145
11126,2566
11127,8862
11128,4292
11129,2039
11130,2335
11131,779
11132,733
11133,7311
11134,1048
11135,8474
11136,9181
11137,4287
11138,4744
11139,9133
11140,2934
11141,7821
11142,3963
11143,2791
11144,11
11145,5047
11146,8833
11147,4212
11148,1822
11149,988
11150,9337
11151,2959
11152,8652
11153,347
11154,5841
11155,8816
11156,1030
11157,9833
11158,9605
11159,9707
11160,108
11161,5859
11162,8533
11163,2418
11164,8381
11165,446
11166,8454
11167,2583
11168,6990
11169,6232
11170,7654
11171,153
11172,6731
11173,8277
11174,1311
11175,1492
11176,184
11177,3025
11178,5362
11179,8436
11180,6305
11181,4813
11182,2691
11183,4051
11184,22
11185,7407
11186,226
11187,3153
11188,3711
11189,8245
11190,2497
11191,9723
11192,628
11193,1377
11194,9829
11195,4689
11196,3424
11197,1043
11198,5000
11199,1635
11200,5209
11201,8001
11202,1030
11203,550
11204,9949
11205,238
11206,9133
11207,7103
11208,170
11209,2897
11210,2527
11211,8898
11212,8967
11213,2005
11214,4667
11215,6205
11216,2353
11217,2757
11218,5003
11219,6553
11220,2586
11221,2159
11222,4675
11223,5281
11224,8638
11225,6436
11226,7932
11227,4497
11228,8642
11229,4653
11230,7607
11231,5058
11232,339
11233,66
11234,5785
11235,4455
11236,2586
11237,6551
11238,6669
11239,6679
11240,7786
11241,7945
11242,8425
11243,823
11244,8786
11245,4042
11246,3933
11247,7175
11248,3880
11249,981
11250,1999
11251,7662
11252,9594
11253,6842
11254,7106
11255,9035
11256,5873
11257,4391
11258,900
11259,5785
11260,8798
11261,7009
11262,5462
11263,6216
11264,6505
11265,206
11266,9426
11267,8131
11268,793
11269,2271
11270,9557
11271,5591
11272,5119
11273,470
11274,6401
11275,1283
11276,6780
11277,8557
11278,6304
11279,1130
11280,3165
11281,5471
11282,1235
11283,1335
11284,803
11285,9039
11286,8552
11287,752
11288,4821
11289,5271
11290,1060
11291,4348
11292,1293
11293,1971
11294,155
11295,3057
11296,4361
11297,8987
11298,9951
11299,673
11300,8540
11301,8576
11302,972
11303,9216
11304,5457
11305,2688
11306,9246
11307,3347
11308,376
11309,4119
11310,9752
11311,6677
11312,6806
11313,6647
11314,6827
11315,3423
11316,2717
11317,8132
11318,2924
11319,1431
11320,3218
11321,9228
11322,3688
11323,8245
11324,294
11325,9155
11326,3453
11327,3732
11328,7225
11329,9579
11330,8439
11331,2570
11332,7806
11333,3810
11334,9183
11335,8196
11336,7517
11337,1322
11338,2864
11339,5893
11340,5497
11341,7565
11342,3081
11343,1198
11344,9491
11345,7615
11346,1689
11347,672
11348,9734
11349,746
11350,9377
11351,6022
11352,1907
11353,4845
11354,2186
11355,5424
11356,6102
11357,4038
11358,2718
11359,1831
11360,1481
11361,5630
11362,3249
11363,1392
11364,2521
11365,5990
11366,2762
11367,1893
11368,3947
11369,7699
11370,7454
11371,2688
11372,7832
11373,1799
11374,1142
11375,7713
11376,1728
11377,8583
11378,5767
11379,6814
11380,6790
11381,5345
11382,5728
11383,566
11384,5925
11385,8323
11386,5435
11387,7322
11388,567
11389,2570
11390,2669
11391,2195
11392,1727
11393,2686
11394,4955
11395,5742
11396,3851
11397,3805
11398,9862
11399,5656
11400,480
11401,9558
11402,5420
11403,9492
11404,2501
11405,1182
11406,1366
11407,6031
11408,9316
11409,8689
11410,5720
11411,7763
11412,7646
11413,5753
11414,1455
11415,7473
11416,6866
11417,997
11418,6285
11419,3259
11420,9159
11421,4820
11422,621
11423,5353
11424,3640
11425,6470
11426,287
11427,6455
11428,8066
11429,7151
11430,4905
11431,7265
11432,3486
11433,6288
11434,9347
11435,4399
11436,1458
11437,2422
11438,102
11439,3976
11440,7992
11441,5128
11442,5184
11443,1362
11444,5014
11445,2368
11446,2827
11447,32
11448,8401
11449,3327
11450,8308
11451,8379
11452,983
11453,4368
11454,7719
11455,1559
11456,4286
11457,5444
11458,4892
11459,4566
11460,5945
11461,3729
11462,8929
11463,3157
11464,7483
11465,1075
11466,8948
11467,9502
11468,4391
11469,6189
11470,2298
11471,9022
11472,2337
11473,1549
11474,5515
11475,1969
11476,4877
11477,2371
11478,862
11479,2469
11480,9227
11481,249
11482,6671
11483,2584
11484,3845
11485,1521
11486,3274
11487,4367
11488,7476
11489,2150
11490,7757
11491,2912
11492,6952
11493,6107
11494,4891
11495,380
11496,6195
11497,1382
11498,4476
11499,2262
11500,9397
11501,7890
11502,116
11503,4944
11504,2933
11505,6015
11506,2645
11507,1209
11508,4380
11509,103
11510,2099
11511,5581
11512,5905
11513,8393
11514,8870
11515,2524
11516,1821
11517,3321
11518,7345
11519,4536
11520,3384
11521,3431
11522,7360
11523,3294
11524,8449
11525,1218
11526,1493
11527,6660
11528,6657
11529,7072
11530,9109
11531,7520
11532,2846
11533,8138
11534,9367
11535,4257
11536,1766
11537,3306
11538,4956
11539,1586
11540,6120
11541,5094
11542,5690
11543,1493
11544,65
11545,3501
11546,5222
11547,1577
11548,3473
11549,7380
11550,6550
11551,6283
11552,8707
11553,3270
11554,4074
11555,7149
11556,6990
11557,2106
11558,5778
11559,4528
11560,5902
11561,2029
11562,745
11563,6236
11564,6133
11565,8049
11566,9380
11567,3016
11568,5236
11569,1341
11570,9901
11571,7437
11572,4027
11573,5027
11574,8705
11575,6827
11576,9199
11577,9485
11578,9486
11579,8782
11580,6529
11581,6533
11582,2143
11583,3557
11584,3159
11585,262
11586,2615
11587,5674
11588,2182
11589,4878
11590,5264
11591,1336
11592,406
11593,814
11594,1012
11595,4256
11596,8319
11597,3139
11598,3076
11599,8893
11600,3845
11601,5478
11602,8445
11603,9461
11604,6148
11605,3567
11606,1338
11607,4736
11608,2000
11609,3551
11610,1781
11611,4278
11612,6142
11613,9247
11614,8852
11615,8880
11616,2092
11617,4380
11618,1472
11619,3225
11620,5196
11621,272
11622,5745
11623,6661
11624,1418
11625,3479
11626,9511
11627,646
11628,307
11629,7337
11630,5006
11631,9149
11632,3893
11633,8231
11634,295
11635,6356
11636,7463
11637,2865
11638,7213
11639,8832
11640,553
11641,152
11642,2142
11643,4984
11644,7822
11645,7934
11646,9005
11647,575
11648,7395
11649,4037
11650,3212
11651,1182
11652,219
11653,7045
11654,2353
11655,70
11656,932
11657,8776
11658,4431
11659,5284
11660,1103
11661,3622
11662,50
11663,8895
11664,2207
11665,1574
11666,5727
11667,3277
11668,4550
11669,7886
11670,2854
11671,7583
11672,2353
11673,8750
11674,5192
11675,2651
11676,6462
11677,9678
11678,3414
11679,4893
11680,9775
11681,4167
11682,7495
11683,7184
11684,2240
11685,3017
11686,2868
11687,2563
11688,8165
11689,6661
11690,5318
11691,2754
11692,2295
11693,4337
11694,8856
11695,376
11696,6614
11697,8765
11698,4464
11699,2817
11700,8906
11701,5784
11702,1777
11703,8763
11704,4105
11705,736
11706,2871
11707,6948
11708,394
11709,1066
11710,328
11711,9442
11712,8872
11713,133
11714,7572
11715,8831
11716,7059
11717,5987
11718,9884
11719,2382
11720,2902
11721,904
11722,159
11723,6039
11724,9618
11725,1357
11726,897
11727,2010
11728,2385
11729,2542
11730,358
11731,4188
11732,3594
11733,9365
11734,9273
11735,3137
11736,1158
11737,5643
11738,6657
11739,5647
11740,8087
11741,6299
11742,8323
11743,3134
11744,4404
11745,9039
11746,3119
11747,6751
11748,3909
11749,6238
11750,3582
11751,1642
11752,5289
11753,2755
11754,6618
11755,3917
11756,5199
11757,8894
11758,6083
11759,523
11760,3397
11761,2661
11762,5263
11763,4967
11764,7472
11765,1633
11766,232
11767,3065
11768,8946
11769,6023
11770,3328
11771,2595
11772,4556
11773,2639
11774,1820
11775,3126
11776,6174
11777,9173
11778,7073
11779,5063
11780,3383
11781,1075
11782,4635
11783,8192
11784,8228
11785,7583
11786,3722
11787,815
11788,4253
11789,5327
11790,6422
11791,9422
11792,2539
11793,5536
11794,5395
11795,7395
11796,2758
11797,8551
11798,1618
11799,7458
11800,2065
11801,2526
11802,4
11803,6274
11804,2774
11805,2159
11806,1792
11807,9109
11808,3389
11809,1799
11810,909
11811,9447
11812,8039
11813,3662
11814,8863
11815,6518
11816,5709
11817,4807
11818,1487
11819,3670
11820,6034
11821,398
11822,1559
11823,4317
11824,4571
11825,4740
11826,9033
11827,5079
11828,2988
11829,7070
11830,8019
11831,5280
11832,6166
11833,4606
11834,8981
11835,6599
11836,3420
11837,6845
11838,5744
11839,1160
11840,8743
11841,7310
11842,4986
11843,5037
11844,6496
11845,5755
11846,473
11847,4672
11848,2126
11849,1848
11850,5289
11851,3877
11852,3991
11853,8451
11854,9697
11855,5630
11856,2301
11857,9841
11858,753
11859,5726
11860,2743
11861,9552
11862,4117
11863,8681
11864,6551
11865,968
11866,3709
11867,4919
11868,5525
11869,5631
11870,8422
11871,9871
11872,704
11873,39
11874,6760
11875,4642
11876,116
11877,1627
11878,2249
11879,9583
11880,4625
11881,1791
11882,689
11883,4480
11884,853
11885,9957
11886,7819
11887,8181
11888,853
11889,3387
11890,3153
11891,778
11892,5716
11893,4599
11894,6109
11895,8416
11896,3710
11897,5252
11898,5289
11899,8065
11900,562
11901,9692
11902,2187
11903,2105
11904,9318
11905,3098
11906,3848
11907,892
11908,1469
11909,569
11910,833
11911,3133
11912,5878
11913,6764
11914,2583
11915,3182
11916,3414
11917,6118
11918,3980
11919,3758
11920,418
11921,6902
11922,5236
11923,8990
11924,6325
11925,2125
11926,5601
11927,2184
11928,1549
11929,7415
11930,4708
11931,6584
11932,6582
11933,9768
11934,1643
11935,3395
11936,5240
11937,9661
11938,5752
11939,6444
11940,6389
11941,7633
11942,4998
11943,1146
11944,7885
11945,925
11946,7967
11947,1877
11948,5345
11949,2987
11950,2838
11951,5214
11952,6717
11953,2405
11954,9384
11955,2822
11956,2995
11957,9974
11958,5932
11959,6616
11960,1437
11961,3540
11962,9889
11963,9889
11964,2551
11965,7986
11966,6134
11967,4452
11968,2867
11969,5001
11970,7931
11971,572
11972,6298
11973,2186
11974,7518
11975,5010
11976,5613
11977,9999
11978,9341
11979,1990
11980,5638
11981,7000
11982,3961
11983,1787
11984,89
11985,7570
11986,1970
11987,5326
11988,8129
11989,9873
11990,3452
11991,1660
11992,8242
11993,377
11994,8741
11995,4874
11996,6783
11997,3373
11998,5153
11999,6963
12000,9738
12001,3185
12002,2735
12003,2853
12004,797
12005,8089
12006,7107
12007,1885
12008,2832
12009,180
12010,9711
12011,657
12012,1358
12013,7478
12014,9323
12015,7049
12016,5701
12017,3111
12018,8646
12019,901
12020,5846
12021,7791
12022,1515
12023,6002
12024,2972
12025,6269
12026,3964
12027,1316
12028,8540
12029,4227
12030,9080
12031,9680
12032,523
12033,9224
12034,6719
12035,2383
12036,8386
12037,4370
12038,7135
12039,3606
12040,5369
12041,7073
12042,3576
12043,9153
12044,1672
12045,3538
12046,5907
12047,8935
12048,8161
12049,8964
12050,2631
12051,5129
12052,6256
12053,1830
12054,3807
12055,6556
12056,7020
12057,7592
12058,6475
12059,4701
12060,2052
12061,3464
12062,5329
12063,398
12064,8883
12065,1180
12066,1297
12067,5214
12068,6936
12069,901
12070,7942
12071,8552
12072,1905
12073,254
12074,7571
12075,3982
12076,7691
12077,4750
12078,6209
12079,5754
12080,4249
12081,8933
12082,3405
12083,8752
12084,1011
12085,8707
12086,2027
12087,1692
12088,9155
12089,8791
12090,1998
12091,754
12092,1324
12093,2886
12094,4756
12095,6671
12096,1017
12097,1375
12098,1878
12099,3149
12100,9866
12101,2389
12102,7414
12103,137
12104,3037
12105,3214
12106,3532
12107,3508
12108,2672
12109,48
12110,5948
12111,8245
12112,392
12113,3820
12114,739
12115,2312
12116,2723
12117,1869
12118,3894
12119,6712
12120,2370
12121,3409
12122,5673
12123,846
12124,1153
12125,6134
12126,4669
12127,4998
12128,795
12129,3527
12130,7723
12131,465
12132,1337
12133,8521
12134,754
12135,1440
12136,8166
12137,3510
12138,1880
12139,1866
12140,302
12141,522
12142,6666
12143,7268
12144,1877
12145,743
12146,267
12147,8969
12148,15
12149,9778
12150,4206
12151,1658
12152,4121
12153,5001
12154,2652
12155,6094
12156,886
12157,1640
12158,8803
12159,5581
12160,5509
12161,2485
12162,8323
12163,9068
12164,6757
12165,1500
12166,8928
12167,4573
12168,8797
12169,9985
12170,1439
12171,7173
12172,1611
12173,1926
12174,864
12175,817
12176,1177
12177,630
12178,2320
12179,3282
12180,6808
12181,4987
12182,8711
12183,9156
12184,3586
12185,4654
12186,1315
12187,8611
12188,1164
12189,4352
12190,8397
12191,5037
12192,7381
12193,8105
12194,4455
12195,7045
12196,6930
12197,4057
12198,487
12199,6004
12200,1754
12201,2791
12202,2489
12203,8226
12204,2477
12205,7432
12206,2723
12207,118
12208,9919
12209,206
12210,6797
12211,6196
12212,5357
12213,8424
12214,7788
12215,9886
12216,9472
12217,4653
12218,273
12219,212
12220,30
12221,1386
12222,2169
12223,4044
12224,7968
12225,3267
12226,1720
12227,1377
12228,4490
12229,1648
12230,3141
12231,2116
12232,4940
12233,2224
12234,5524
12235,2376
12236,8796
12237,2092
12238,1726
12239,9603
12240,6495
12241,7828
12242,3686
12243,855
12244,7456
12245,3587
12246,9005
12247,9019
12248,8276
12249,7777
12250,9439
12251,3571
12252,4919
12253,3414
12254,6025
12255,4743
12256,462
12257,7909
12258,8665
12259,2814
12260,6438
12261,9330
12262,4597
12263,2328
12264,4448
12265,7244
12266,6150
12267,2794
12268,9674
12269,479
12270,7322
12271,4875
12272,7009
12273,6664
12274,9315
12275,6851
12276,7048
12277,6374
12278,2828
12279,8791
12280,6195
12281,3148
12282,3134
12283,1224
12284,7623
12285,8577
12286,9380
12287,5296
12288,3837
12289,6359
12290,1249
12291,4659
12292,1695
12293,2029
12294,6366
12295,362
12296,3436
12297,6650
12298,9112
12299,7431
12300,6444
12301,4119
12302,1312
12303,3900
12304,6473
12305,1613
12306,8370
12307,4681
12308,7372
12309,4724
12310,4154
12311,7158
12312,8700
12313,7576
12314,3915
12315,5693
12316,5298
12317,3827
12318,5685
12319,335
12320,4123
12321,8276
12322,1958
12323,7898
12324,5262
12325,4926
12326,890
12327,632
12328,4368
12329,8873
12330,6428
12331,6650
12332,2933
12333,9398
12334,1315
12335,5482
12336,4331
12337,30
12338,5210
12339,4883
12340,3727
12341,8407
12342,1787
12343,6304
12344,7372
12345,8225
12346,6024
12347,5420
12348,4398
12349,7870
12350,3542
12351,8243
12352,5791
12353,845
12354,6615
12355,6696
12356,8862
12357,5239
12358,7808
12359,450
12360,1954
12361,5431
12362,9899
12363,7421
12364,7539
12365,8664
12366,1739
12367,4235
12368,2260
12369,3551
12370,8
12371,7279
12372,8873
12373,65
12374,1162
12375,2079
12376,433
12377,9137
12378,795
12379,95
12380,1130
12381,7509
12382,8007
12383,6349
12384,5797
12385,6866
12386,278
12387,3206
12388,2748
12389,511
12390,2238
12391,9615
12392,1289
12393,3374
12394,3270
12395,3903
12396,132
12397,7782
12398,5221
12399,3913
12400,9638
12401,2095
12402,6660
12403,6366
12404,8598
12405,8137
12406,3246
12407,6570
12408,4227
12409,8494
12410,4620
12411,3629
12412,2715
12413,5900
12414,456
12415,7038
12416,4453
12417,5974
12418,1550
12419,5677
12420,5668
12421,2883
12422,6707
12423,1307
12424,1195
12425,3703
12426,3834
12427,616
12428,3521
12429,4496
12430,2299
12431,5199
12432,3074
12433,571
12434,7864
12435,3180
12436,9925
12437,1741
12438,3955
12439,331
12440,8420
12441,8727
12442,4422
